gene	tss	aaa	length
Gm45418	62374780	62381062	6282
Gm45420	11764815	11765239	424
Gm45422	103261277	103261522	245
Gm45424	86326461	86329760	3299
Gm45425	86332091	86337390	5299
Gm45426	135890385	135894056	3671
Gm45427	92117321	92118573	1252
Gm45428	92032595	92034383	1788
Gm45429	11725157	11725328	171
Gm45430	80921828	80924285	2457
Gm45431	80854823	80865296	10473
Gm45432	80590293	80590708	415
Gm45433	80529994	80530240	246
Gm45434	80499507	80499799	292
Gm45435	80473896	80479042	5146
Gm45436	12827099	12832601	5502
Gm45437	45280088	45282501	2413
Gm45438	10514082	10514645	563
Gm45439	135509185	135509543	358
Gm4544	102565546	102568903	3357
Gm45440	135494544	135496198	1654
Gm45441	45480319	45484673	4354
Gm45442	45571639	45573598	1959
Gm45444	45463446	45464343	897
Gm45445	65544967	65545198	231
Gm45446	79504631	79504846	215
Gm45447	160951331	160956778	5447
Gm45448	65468244	65468452	208
Gm45449	83808887	83813586	4699
Gm4545	21302020	21302622	602
Gm45452	22892592	22892768	176
Gm45453	22900473	22901325	852
Gm45454	113807869	113808323	454
Gm45455	50654648	50970715	316067
Gm45457	46232265	46235353	3088
Gm45458	45992631	45993152	521
Gm45459	63099369	63308416	209047
Gm45460	63069351	63087679	18328
Gm45461	63432255	63436789	4534
Gm45462	63202720	63214892	12172
Gm45463	93738247	93768144	29897
Gm45464	91840390	91843299	2909
Gm45469	35834904	35843546	8642
Gm45470	27718714	27730360	11646
Gm45471	104054611	104055732	1121
Gm45472	93580281	93582962	2681
Gm45473	112251989	112252604	615
Gm45474	46699637	46700044	407
Gm45475	12293787	12294095	308
Gm45477	90218825	90224322	5497
Gm45478	45161781	45161991	210
Gm45479	47216286	47218008	1722
Gm4548	21419885	21420393	508
Gm45481	47286071	47286947	876
Gm45483	61528399	61530080	1681
Gm45484	61477165	61478305	1140
Gm45485	61299346	61299702	356
Gm45486	45772776	45779992	7216
Gm45487	45760961	45761505	544
Gm45488	44156516	44207200	50684
Gm45489	30973011	31003839	30828
Gm45490	30929775	30932252	2477
Gm45492	30571701	30571988	287
Gm45493	18912212	18916159	3947
Gm45494	8004831	8009270	4439
Gm45495	53439152	53440851	1699
Gm45496	89286661	89289577	2916
Gm45497	89117749	89118856	1107
Gm45498	11857568	11857850	282
Gm45499	136769549	136769828	279
Gm45500	11333163	11333965	802
Gm45501	132439427	132441952	2525
Gm45502	132512818	132521461	8643
Gm45504	89587596	89589702	2106
Gm45505	93406800	93408822	2022
Gm45506	138422474	138422753	279
Gm45507	138492693	138496404	3711
Gm45508	16137889	16138187	298
Gm45509	16140680	16141908	1228
Gm45510	16147833	16150546	2713
Gm45512	46373909	46375461	1552
Gm45513	64452286	64452661	375
Gm45514	136937470	136938158	688
Gm45515	109876989	109880734	3745
Gm45516	63473900	63478081	4181
Gm45517	63652006	63654473	2467
Gm45518	65154141	65164110	9969
Gm45520	14115788	14117818	2030
Gm45521	14509137	14512485	3348
Gm45522	37717975	37718140	165
Gm45523	37650372	37651386	1014
Gm45524	37564172	37655215	91043
Gm45525	12930556	12932638	2082
Gm45527	102334653	102335426	773
Gm45528	25201422	25204566	3144
Gm4553	141718433	141719476	1043
Gm45530	8946729	8946953	224
Gm45532	134502399	134506018	3619
Gm45533	138803135	138803519	384
Gm45534	58057852	58060190	2338
Gm45537	47677494	47680201	2707
Gm45538	81787963	81796432	8469
Gm45539	82021265	82021692	427
Gm45540	56764339	56767944	3605
Gm45541	86051974	86052027	53
Gm45542	45863100	45863797	697
Gm45543	72843512	72843599	87
Gm45544	72801272	72801359	87
Gm45546	71063075	71065468	2393
Gm45548	101000480	101003646	3166
Gm45549	11230947	11237923	6976
Gm45550	11207299	11208244	945
Gm45551	11212135	11213494	1359
Gm45552	44771341	44773568	2227
Gm45553	54966679	54967185	506
Gm45554	53889135	53933685	44550
Gm45555	23363605	23366206	2601
Gm45556	104517200	104520973	3773
Gm45557	104727637	104729287	1650
Gm45558	104757512	104759406	1894
Gm4556	128026398	128026752	354
Gm45560	12440168	12441639	1471
Gm45562	11835551	11839354	3803
Gm45564	45199958	45201039	1081
Gm45566	36267840	36269007	1167
Gm4557	21955862	21956768	906
Gm45570	26084470	26085122	652
Gm45571	29017854	29019745	1891
Gm45572	27456462	27457502	1040
Gm45574	78924148	78924478	330
Gm45575	48080588	48081135	547
Gm45576	48010564	48020931	10367
Gm45577	49915488	49917774	2286
Gm45579	120501416	120505334	3918
Gm4558	21984894	21985414	520
Gm45580	26928857	26930520	1663
Gm45584	27127703	27129980	2277
Gm45587	33462859	33546119	83260
Gm45588	111457133	111457762	629
Gm45589	64153897	64192611	38714
Gm4559	141827501	141828100	599
Gm45590	43538624	43538885	261
Gm45591	98970407	98971662	1255
Gm45592	11687282	11688324	1042
Gm45593	12559845	12562048	2203
Gm45594	86140904	86141144	240
Gm45596	11101301	11101734	433
Gm45597	134511644	134513637	1993
Gm45598	11114547	11121511	6964
Gm45600	47447830	47467212	19382
Gm45601	80130777	80137845	7068
Gm45602	80217771	80226366	8595
Gm45604	125144781	125146548	1767
Gm45605	61298844	61303112	4268
Gm45606	75421103	75423897	2794
Gm45607	47057784	47058998	1214
Gm45608	85029592	85030362	770
Gm45609	154916101	154941430	25329
Gm4561	70232322	70232826	504
Gm45610	56230234	56231017	783
Gm45613	138620889	138622728	1839
Gm45614	113019581	113020301	720
Gm45615	113686133	113687592	1459
Gm45616	11507595	11507913	318
Gm45617	11507933	11508141	208
Gm45618	141673807	141674466	659
Gm45619	45017601	45018128	527
Gm45620	100996616	100997191	575
Gm45623	56900184	56901640	1456
Gm45625	35646257	35651040	4783
Gm45626	35617240	35617600	360
Gm45627	35125260	35126523	1263
Gm45628	46565738	46566011	273
Gm45629	46332262	46334807	2545
Gm45630	141604902	141606812	1910
Gm45631	7298765	7300136	1371
Gm45632	105272024	105273911	1887
Gm45633	58344777	58348029	3252
Gm45634	59055639	59057628	1989
Gm45635	58699621	58701754	2133
Gm45636	59115463	59116526	1063
Gm45638	91411814	91414691	2877
Gm45639	91396433	91401586	5153
Gm45640	91603209	91605104	1895
Gm45641	91574662	91576474	1812
Gm45643	91619783	91621266	1483
Gm45644	58149757	58152496	2739
Gm45645	27560122	27598174	38052
Gm45646	27235957	27250589	14632
Gm45647	27270343	27270537	194
Gm4565	22281583	22287552	5969
Gm45650	61172325	61178840	6515
Gm45651	61210153	61210487	334
Gm45652	29578101	29581931	3830
Gm45654	37868052	37868174	122
Gm45655	103588961	103589120	159
Gm45657	44202089	44203437	1348
Gm45658	44257881	44258460	579
Gm45659	44361693	44367641	5948
Gm4566	71640196	71648799	8603
Gm45660	41136536	41136686	150
Gm45662	91985066	91987163	2097
Gm45663	104879338	104880969	1631
Gm45665	91878835	91879002	167
Gm45666	91887144	91897808	10664
Gm45667	105131134	105132449	1315
Gm45668	138531453	138531945	492
Gm45669	44740833	44747744	6911
Gm4567	22413036	22419135	6099
Gm45670	133349353	133354767	5414
Gm45671	133209955	133217994	8039
Gm45672	132921714	132934930	13216
Gm45673	53007392	53007749	357
Gm45674	45621836	45623414	1578
Gm45675	15679981	15683409	3428
Gm45676	15631943	15634719	2776
Gm45677	15587582	15588922	1340
Gm45678	15487866	15488160	294
Gm45680	11995465	11998297	2832
Gm45682	137335995	137339688	3693
Gm45683	137250818	137252064	1246
Gm45684	105534503	105536073	1570
Gm45686	138015343	138023494	8151
Gm45687	102325743	102325897	154
Gm45688	102360586	102360686	100
Gm45689	102510367	102510499	132
Gm45690	37494247	37494492	245
Gm45691	40883710	40884829	1119
Gm45692	26609562	26650847	41285
Gm45693	46615127	46616283	1156
Gm45694	72737747	72740997	3250
Gm45696	49974459	49975443	984
Gm45697	49938805	49941680	2875
Gm45698	81240642	81241776	1134
Gm45699	19753369	19783832	30463
Gm45700	127726007	127726353	346
Gm45701	37912219	37912453	234
Gm45702	96355801	96357019	1218
Gm45703	97876051	97890988	14937
Gm45704	73498286	73510961	12675
Gm45705	73492109	73494242	2133
Gm45706	73492109	73494244	2135
Gm45708	94292605	94355252	62647
Gm45709	125624633	125626869	2236
Gm45710	105037464	105039401	1937
Gm45711	105007979	105036713	28734
Gm45712	112044669	112045062	393
Gm45713	44775346	44785655	10309
Gm45714	78386320	78389041	2721
Gm45715	71805842	71806881	1039
Gm45716	90078509	90142081	63572
Gm45717	140529135	140535850	6715
Gm45718	80560121	80563914	3793
Gm45719	130057742	130059403	1661
Gm45720	119337728	119342618	4890
Gm45721	119333866	119337238	3372
Gm45722	119108465	119108930	465
Gm45723	120105435	120113276	7841
Gm45724	105777681	105778100	419
Gm45725	105771798	105772134	336
Gm45727	93965281	93977803	12522
Gm4573	65159270	65159534	264
Gm45730	19524178	19524572	394
Gm45731	105164892	105166094	1202
Gm45732	124751811	124775151	23340
Gm45733	116698374	116698810	436
Gm45734	72789089	72789499	410
Gm45735	72832618	72832936	318
Gm45737	46577561	46579172	1611
Gm45738	48022482	48022889	407
Gm45739	68751721	68752108	387
Gm4574	22643054	22643595	541
Gm45740	76719137	77141668	422531
Gm45741	76736654	76737767	1113
Gm45742	76843223	76843655	432
Gm45743	123552825	123555619	2794
Gm45745	25593505	25594684	1179
Gm45746	129380794	129383240	2446
Gm45747	120441193	120442191	998
Gm4575	91405865	91406866	1001
Gm45750	104950379	104950732	353
Gm45751	28572722	28574294	1572
Gm45752	106699729	106712511	12782
Gm45753	45722708	45761503	38795
Gm45754	20594734	20595012	278
Gm45756	72148252	72148658	406
Gm45757	95772609	95774088	1479
Gm45758	95816299	95817304	1005
Gm45760	96597442	96599223	1781
Gm45762	96502540	96505158	2618
Gm45764	94125533	94130536	5003
Gm45765	94090251	94157677	67426
Gm45766	94157103	94163802	6699
Gm45767	95402234	95406794	4560
Gm45769	133087437	133089264	1827
Gm4577	36014788	36019136	4348
Gm45770	18955455	18956549	1094
Gm45772	49083965	49084204	239
Gm45774	94897376	94900040	2664
Gm45776	118439309	118440830	1521
Gm45777	103335031	103338726	3695
Gm45778	84476133	84476285	152
Gm45779	73171253	73175316	4063
Gm45780	69402973	69403196	223
Gm45781	124454511	124461881	7370
Gm45782	105512460	105514244	1784
Gm45783	7337148	7377572	40424
Gm45784	18118324	18128493	10169
Gm45785	140398000	140436244	38244
Gm45786	94474203	94476480	2277
Gm45788	97942603	97945614	3011
Gm45789	114374532	114374895	363
Gm45790	85342494	85373435	30941
Gm45791	73521764	73522115	351
Gm45792	119225742	119230281	4539
Gm45793	89476426	89477767	1341
Gm45795	110700585	110700984	399
Gm45796	22425367	22425840	473
Gm45797	95337405	95339325	1920
Gm45798	77016144	77022641	6497
Gm45799	105289759	105333646	43887
Gm45804	95000054	95003488	3434
Gm45805	127482321	127485084	2763
Gm45807	82344607	82347480	2873
Gm45808	45115408	45136235	20827
Gm45809	61503083	61506976	3893
Gm45812	95853294	95861495	8201
Gm45814	18940514	18941288	774
Gm45815	20224784	20224929	145
Gm45817	34475472	34477228	1756
Gm45819	109719197	109720947	1750
Gm45820	75764062	75771874	7812
Gm45821	74808273	74820312	12039
Gm45822	75750725	75760569	9844
Gm45823	84310716	84312154	1438
Gm45824	48217089	48219160	2071
Gm45826	19190794	19209456	18662
Gm45827	67629423	67630439	1016
Gm45828	91686387	91688222	1835
Gm45829	49516914	49524894	7980
Gm45830	49497315	49499052	1737
Gm45832	49683562	49685004	1442
Gm45833	122393553	122400827	7274
Gm45834	121323849	121324302	453
Gm45837	101060093	101162026	101933
Gm45838	83282579	83285025	2446
Gm45839	39437510	39447110	9600
Gm45841	6158286	6158449	163
Gm45842	123957538	123968899	11361
Gm45843	105278539	105283619	5080
Gm45844	7216016	7281288	65272
Gm45845	81439486	81440067	581
Gm45846	122630597	122768901	138304
Gm45847	122630638	122667528	36890
Gm45848	69872149	69877885	5736
Gm4585	131276160	131276611	451
Gm45850	69922721	69923058	337
Gm45853	96207081	96210251	3170
Gm45854	96195274	96198761	3487
Gm45855	106311953	106312832	879
Gm45856	125508472	125508887	415
Gm45857	123323638	123323993	355
Gm45859	72745448	72745661	213
Gm45860	4228796	4229129	333
Gm45861	27937128	28110945	173817
Gm45864	48226590	48230837	4247
Gm45865	124494290	124495234	944
Gm45866	124481109	124494460	13351
Gm45867	81523952	81526268	2316
Gm45868	106712595	106727029	14434
Gm45869	126526832	126533132	6300
Gm4587	132085387	132086023	636
Gm45870	11048388	11048988	600
Gm45871	90597901	90610652	12751
Gm45872	81454183	81455766	1583
Gm45873	94775409	94777323	1914
Gm45874	125745565	125745910	345
Gm45875	126755987	126773547	17560
Gm45876	126784555	126787263	2708
Gm45877	105089234	105090300	1066
Gm45878	105051072	105051312	240
Gm45879	70565426	70566927	1501
Gm45880	67763339	67764191	852
Gm45883	90078934	90158407	79473
Gm45885	105049521	105051099	1578
Gm45886	65467508	65489748	22240
Gm45887	104947244	104950241	2997
Gm45888	110738007	110740956	2949
Gm45889	141836947	141844155	7208
Gm45890	124675529	124685674	10145
Gm45892	104943834	104944931	1097
Gm45893	123563290	123563536	246
Gm45894	123596913	123628196	31283
Gm45895	96637202	96660670	23468
Gm45897	118413921	118419263	5342
Gm45899	75903086	75904361	1275
Gm45900	108170916	108171324	408
Gm45901	90463375	90496462	33087
Gm45902	3505564	3513827	8263
Gm45903	75928067	75936670	8603
Gm45904	113607092	113731629	124537
Gm45907	76021198	76021390	192
Gm45908	86304822	86305998	1176
Gm45909	93916956	93917986	1030
Gm45910	93867959	93880744	12785
Gm45911	67232732	67248213	15481
Gm45924	38713727	38728760	15033
Gm45925	3278579	3279891	1312
Gm45926	40762178	40762547	369
Gm45928	4264411	4283351	18940
Gm45930	85234288	85234579	291
Gm45934	64333286	64333598	312
Gm45941	27996041	28032233	36192
Gm45949	46214073	46222241	8168
Gm4596	116321786	116322227	441
Gm45965	66311593	66312876	1283
Gm4598	24360719	24362534	1815
Gm4599	82262880	82263702	822
Gm4600	37517132	37517702	570
Gm4601	83263425	83264394	969
Gm4602	105508481	105508788	307
Gm4605	109420562	109421186	624
Gm4606	73078081	73100995	22914
Gm4607	25300751	25301327	576
Gm4609	122023844	122024845	1001
Gm4610	122170746	122185460	14714
Gm46102	9355742	9583312	227570
Gm46103	10475940	10476280	340
Gm46123	83228212	83236031	7819
Gm46124	83891192	83906870	15678
Gm4613	25528027	25528302	275
Gm46136	122764877	122771884	7007
Gm46138	78674389	78674814	425
Gm46142	20466625	20467105	480
Gm46146	79951153	79951498	345
Gm4617	124179316	124179646	330
Gm46188	15546672	15547133	461
Gm46189	51332076	51337500	5424
Gm46190	55000458	55000884	426
Gm46191	86429020	86429452	432
Gm46192	88540457	88540937	480
Gm46193	111603683	111604046	363
Gm46194	81845315	81845634	319
Gm46197	29490157	29490572	415
Gm46199	50397673	50399365	1692
Gm46203	116467731	116468208	477
Gm46204	121341256	121341881	625
Gm46209	7408356	7408908	552
Gm46210	9777057	9794587	17530
Gm46212	14420234	14426775	6541
Gm46218	29173930	29189821	15891
Gm46223	50298230	50298904	674
Gm46224	51402436	51407257	4821
Gm46231	69401878	69402191	313
Gm46233	71318911	71319359	448
Gm46234	75118611	75118869	258
Gm4631	175163748	175179990	16242
Gm46311	7016758	7016960	202
Gm46312	18335573	18336535	962
Gm46313	18823495	18826376	2881
Gm46317	35811384	35811776	392
Gm4632	79416334	79436630	20296
Gm46323	9421438	9523770	102332
Gm46327	48093783	48094317	534
Gm46328	54446962	54452440	5478
Gm46329	57997997	58124222	126225
Gm46332	4602546	4619538	16992
Gm46336	17394402	17398374	3972
Gm46338	18955927	18961359	5432
Gm46339	19351654	19355192	3538
Gm46342	23946368	23949301	2933
Gm46344	26535904	26536790	886
Gm46348	41965491	42063539	98048
Gm46349	44002462	44007880	5418
Gm46350	55113288	55113702	414
Gm46355	70956248	70958925	2677
Gm46364	80660070	80660388	318
Gm46367	83870229	83888861	18632
Gm46369	85302301	85302701	400
Gm46376	105370278	105378264	7986
Gm46378	106050629	106054916	4287
Gm46379	111034198	111034462	264
Gm46387	78423340	78423758	418
Gm46388	80641128	80641603	475
Gm46389	94890710	94891101	391
Gm46391	9322955	9323157	202
Gm46392	38894030	39092231	198201
Gm46396	86039861	86040244	383
Gm4640	117397538	117400578	3040
Gm46400	3166916	3169562	2646
Gm46401	5965792	6064284	98492
Gm46404	23625992	23630105	4113
Gm46409	36796790	36837047	40257
Gm46411	37977358	37983766	6408
Gm46415	55275652	55275996	344
Gm46416	55683808	55684437	629
Gm46419	59874538	59897954	23416
Gm46424	64358337	64358504	167
Gm46426	66428950	66431965	3015
Gm46427	66674043	66677408	3365
Gm46430	74727477	74766064	38587
Gm46432	84429298	84429935	637
Gm46436	96713138	96714431	1293
Gm4644	109753419	109753818	399
Gm46440	67208569	67240106	31537
Gm46443	23371212	23371575	363
Gm46447	32023881	32030852	6971
Gm46448	33154090	33154897	807
Gm46453	49071625	49071991	366
Gm46455	55407166	55414096	6930
Gm46474	35735905	35737342	1437
Gm46475	46163391	46163654	263
Gm46476	68969403	68969805	402
Gm46477	98511285	98511705	420
Gm46495	83422340	83422877	537
Gm46496	5493656	5494397	741
Gm46497	12286755	12287539	784
Gm46499	63632010	63632429	419
Gm46501	82317728	82320776	3048
Gm46506	27636597	27636981	384
Gm46507	60167641	60168799	1158
Gm4651	121041425	121046915	5490
Gm46515	36633013	36695909	62896
Gm46516	55786798	55824302	37504
Gm46519	75503818	75507759	3941
Gm46522	31654916	31655712	796
Gm46524	82422490	82422803	313
Gm46525	82404114	82404428	314
Gm46526	83990859	83993052	2193
Gm4654	103607901	103608882	981
Gm46540	16750725	16750959	234
Gm46541	54403154	54403560	406
Gm46542	68685234	68685483	249
Gm46544	20615977	20616523	546
Gm46545	23895138	23901440	6302
Gm46546	88256833	88257081	248
Gm46555	92254365	92259378	5013
Gm46559	37412289	37416552	4263
Gm46560	31327205	31330595	3390
Gm46562	91255309	91255500	191
Gm46563	10615807	10630590	14783
Gm46565	30732149	30754447	22298
Gm4657	113003676	113018883	15207
Gm46573	40865620	40868284	2664
Gm46574	51791320	51791749	429
Gm46575	57571262	57574922	3660
Gm46576	66931889	66932037	148
Gm46577	55450176	55450547	371
Gm46578	3180433	3180787	354
Gm46587	87866605	87879082	12477
Gm46593	8580939	8581277	338
Gm4660	60218283	60218685	402
Gm46603	29538955	29541523	2568
Gm46606	83405447	83428170	22723
Gm46610	16540779	16541362	583
Gm46611	24076954	24077179	225
Gm46614	81815274	81865684	50410
Gm46615	86797876	86798302	426
Gm46618	65552042	65552418	376
Gm46620	82712412	82719461	7049
Gm46629	80231983	80232285	302
Gm46633	7004963	7006405	1442
Gm46637	61617837	61622291	4454
Gm46641	9547297	9552238	4941
Gm46644	41891328	41891640	312
Gm46649	37401890	37402295	405
Gm4665	115009472	115015126	5654
Gm46652	60599725	60614223	14498
Gm46658	5122257	5125285	3028
Gm4668	116018248	116023954	5706
Gm4673	30656334	30661044	4710
Gm4675	118473644	118498611	24967
Gm4681	120327355	120432864	105509
Gm4691	128179113	128180239	1126
Gm46992	87958259	87961477	3218
Gm46993	88003310	88003568	258
Gm46994	88024851	88025069	218
Gm46995	88025863	88028249	2386
Gm46996	88031138	88031545	407
Gm46997	88013056	88013272	216
Gm46998	88011153	88011482	329
Gm46999	103981635	103981999	364
Gm47000	103978334	103978812	478
Gm47001	11102518	11119403	16885
Gm47002	11148605	11167500	18895
Gm47003	64438891	64445853	6962
Gm47004	64409928	64412188	2260
Gm47005	37734433	37734667	234
Gm47006	85685005	85686730	1725
Gm47007	101991999	101992859	860
Gm47008	102503399	102503660	261
Gm47009	120004554	120006250	1696
Gm4701	65183196	65183919	723
Gm47010	67825812	67826241	429
Gm47011	14552572	14554158	1586
Gm47012	42064663	42072203	7540
Gm47013	42135222	42162586	27364
Gm47014	102741041	102743411	2370
Gm47015	79248796	79253739	4943
Gm47016	49537743	49539369	1626
Gm47017	49065090	49068461	3371
Gm47018	49113011	49113957	946
Gm47019	28256044	28274857	18813
Gm47020	42164607	42198623	34016
Gm47021	12274679	12275156	477
Gm47022	49576459	49578930	2471
Gm47023	49358096	49360575	2479
Gm47024	119307223	119309793	2570
Gm47025	102267769	102268199	430
