DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
51311512	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311513	mouse, laboratory	10090	Spop	20747	MGI:1343085			Chr11 59.01 cM	Chr11:95304906-95384232(+)	NM_025287,NM_001359107	NP_001346036,NP_079563	Q6ZWS8
51311513	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311514	mouse, laboratory	10090	Tdpoz8	229571	MGI:3645677			Chr3 40.14 cM	Chr3:92976130-92982812(+)	NM_001177694,NM_001034860	NP_001030032,NP_001171165	
51311514	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311515	mouse, laboratory	10090	Tdpoz1	207213	MGI:2449436			Chr3 40.51 cM	Chr3:93576640-93583590(-)	NM_148949	NP_683751	P0DMR5
51311515	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311516	mouse, laboratory	10090	Cisd2	67006	MGI:1914256			Chr3 62.55 cM	Chr3:135112173-135129194(-)	NM_025902	NP_080178	Q9CQB5
51311516	human	9606	CISD2	493856		HGNC:24212	OMIM:611507	Chr4 q24	Chr4:102868971-102892807(+)	NM_001008388	NP_001008389	Q8N5K1
51311517	mouse, laboratory	10090	Kcmf1	74287	MGI:1921537			Chr6 32.3 cM	Chr6:72818097-72876962(-)	NM_001347231,NM_019715	NP_001334160,NP_062689	Q80UY2
51311517	human	9606	KCMF1	56888		HGNC:20589	OMIM:614719	Chr2 p11.2	Chr2:84970644-85059472(+)	NM_020122	XP_006712115,XP_047301082,NP_064507,XP_054199024,XP_054199025	Q9P0J7
51311518	mouse, laboratory	10090	Elof1	66126	MGI:1913376			Chr9 8.34 cM	Chr9:22024285-22028468(-)	NM_001357312,NM_001357313,NM_170777,NM_001357314,NM_001357309,NM_001357310,NM_001357311	NP_740747,NP_001344242,NP_001344243,NP_001344240,NP_001344238,NP_001344239,NP_001344241	P60003
51311518	human	9606	ELOF1	84337		HGNC:28691	OMIM:619818	Chr19 p13.2	Chr19:11551147-11559325(-)	NM_001363674,NM_001363675,NM_032377,NM_001363673	NP_001350604,NP_001350603,NP_001350602,NP_115753	P60002
51311519	mouse, laboratory	10090	Kdelr3	105785	MGI:2145953			Chr15 37.76 cM	Chr15:79400612-79411940(+)	NM_134090	NP_598851	Q8R1L4
51311519	human	9606	KDELR3	11015		HGNC:6306	OMIM:619900	Chr22 q13.1	Chr22:38468043-38483447(+)	NM_016657,NM_006855	NP_057839,NP_006846	O43731
51311520	mouse, laboratory	10090	Ccdc25	67179	MGI:1914429			Chr14 34.36 cM	Chr14:66074751-66104053(+)	NM_145944	NP_666056	Q78PG9
51311520	human	9606	CCDC25	55246		HGNC:25591	OMIM:619100	Chr8 p21.1	Chr8:27733316-27772653(-)	NM_001304530,NM_018246,NM_001304532,NM_001304529	NP_001291458,XP_011542873,NP_060716,NP_001291461,NP_001291459,XP_054216742,XP_054216741,XP_011542872	Q86WR0
51311521	mouse, laboratory	10090	Tra2a	101214	MGI:1933972			Chr6 23.84 cM	Chr6:49220858-49240967(-)	NM_001406147,NM_001406161,NM_001406119,NM_001406159,NM_001406160,NM_001406121,NM_001406143,NM_001406120,NM_001406142,NM_001406141,NM_001406140,NM_001406125,NM_001406137,NM_001406138,NM_001406139,NM_001406117,NM_001406118,NM_001406124,NM_001406146,NM_001406123,NM_001406145,NM_001406122,NM_001406144,NM_001406129,XM_036165704,NM_001406128,NM_001406127,NM_001406149,NM_001406126,NM_001347209,XM_006505243,NM_001362188,NM_198102,NM_001406155,NM_001406133,NM_001406156,NM_001406134,NM_001406157,NM_001406135,NM_001406158,NM_001406136,NM_001406151,NM_001406152,NM_001406130,NM_001406153,NM_001406131,NM_001406154,NM_001406132,NM_001406150	NP_001393079,XP_006505306,XP_036021597,NP_001393047,NP_001393069,NP_001393048,NP_001393067,NP_001393089,NP_001393046,NP_001393068,NP_001393049,NP_932770,NP_001393061,NP_001393083,NP_001393062,NP_001393084,NP_001393081,NP_001393060,NP_001393082,NP_001393065,NP_001393087,NP_001393066,NP_001393088,NP_001393063,NP_001393085,NP_001393064,NP_001393086,NP_001334138,NP_001393080,NP_001393058,NP_001393059,NP_001393056,NP_001393078,NP_001393057,NP_001349117,NP_001393050,NP_001393072,NP_001393051,NP_001393073,NP_001393070,NP_001393071,NP_001393054,NP_001393076,NP_001393055,NP_001393052,NP_001393074,NP_001393053,NP_001393075,NP_001393090	Q6PFR5
51311521	human	9606	TRA2A	29896		HGNC:16645	OMIM:602718	Chr7 p15.3	Chr7:23504780-23532041(-)	NM_001362759,NM_013293,NM_001362761,NM_001362760,NM_001282759,NM_001282758,NM_001282757	NP_001349689,NP_001269686,NP_001269687,NP_001269688,NP_001349688,NP_001349690,NP_037425,XP_047276240,XP_047276241,XP_054214003,XP_054214004,XP_054214005	Q13595
51311522	mouse, laboratory	10090	Nek4	23955	MGI:1344404			Chr14 19.09 cM	Chr14:30673334-30710778(+)	XM_011245068,NM_001308328,NM_011849,XM_011245069	NP_035979,XP_011243370,XP_011243371,NP_001295257	Q9Z1J2
51311522	human	9606	NEK4	6787		HGNC:11399	OMIM:601959	Chr3 p21.1	Chr3:52708444-52770973(-)	NM_003157,NM_001193533,NM_001348412,NM_001348413,NM_001348414	XP_054203615,XP_054203613,NP_001180462,NP_001335341,NP_001335342,NP_001335343,NP_003148,XP_011532341,XP_011532342,XP_016862574,XP_016862575,XP_047304728,XP_054203617,XP_047304730,XP_054203612,XP_054203616,XP_054203614	P51957
51311523	mouse, laboratory	10090	Pigm	67556	MGI:1914806			Chr1 79.73 cM	Chr1:172204113-172211666(+)	NM_026234	NP_080510	Q8C2R7
51311523	human	9606	PIGM	93183		HGNC:18858	OMIM:610273	Chr1 q23.2	Chr1:160024953-160031990(-)	NM_145167	NP_660150	Q9H3S5
51311524	mouse, laboratory	10090	Gpr39	71111	MGI:1918361			Chr1 54.7 cM	Chr1:125604732-125801599(+)	NM_027677	NP_081953	Q5U431
51311524	human	9606	GPR39	2863		HGNC:4496	OMIM:602886	Chr2 q21.2	Chr2:132416805-132646582(+)	NM_001508	NP_001499	O43194
51311525	mouse, laboratory	10090	Bag2	213539	MGI:1891254			Chr1 12.81 cM	Chr1:33784565-33796831(-)	NM_145392	NP_663367	Q91YN9
51311525	human	9606	BAG2	9532		HGNC:938	OMIM:603882	Chr6 p12.1	Chr6:57172319-57189833(+)	NM_004282	XP_054212830,XP_011513301,XP_005249547,NP_004273,XP_054212829	O95816
51311526	mouse, laboratory	10090	Tpst2	22022	MGI:1309516			Chr5 54.65 cM	Chr5:112424557-112463227(+)	NM_001374708,NM_001374709,NM_009419,XM_006534849,NM_001326590	NP_001313519,NP_033445,NP_001361637,NP_001361638,XP_006534912	O88856
51311526	human	9606	TPST2	8459		HGNC:12021	OMIM:603126	Chr22 q12.1	Chr22:26521996-26596717(-)	NM_001362922,NM_003595,NM_001362923,NM_001008566	NP_003586,XP_047297505,NP_001008566,NP_001349851,NP_001349852,XP_024308062	O60704
51311527	mouse, laboratory	10090	Prorsd1	67939	MGI:1915189			Chr11 16.75 cM	Chr11:29461757-29465033(-)	NM_026465,NM_001163454	NP_080741,NP_001156926	Q9D820
51311527	human	9606	PRORSD1P	344405		HGNC:34379		Chr2 p16.1	Chr2:55279535-55346049(+)	NM_001080459		A6NEY8
51311528	mouse, laboratory	10090	Wipi1	52639	MGI:1261864			Chr11 72.18 cM	Chr11:109464347-109502215(-)	NM_145940	NP_666052	Q8R3E3
51311528	human	9606	WIPI1	55062		HGNC:25471	OMIM:609224	Chr17 q24.2	Chr17:68420948-68457520(-)	NM_017983,NM_001320772	NP_060453,XP_054172569,XP_016880297,NP_001307701	Q5MNZ9
51311529	mouse, laboratory	10090	Slc30a4	22785	MGI:1345282			Chr2 60.65 cM	Chr2:122523153-122544583(-)	NM_011774,NM_001290993	NP_001277922,NP_035904	O35149
51311529	human	9606	SLC30A4	7782		HGNC:11015	OMIM:602095	Chr15 q11.2-q21.3	Chr15:45479606-45522829(-)	NM_001321036,NM_013309	XP_016878049,NP_037441,XP_054234742,NP_001307965,XP_054234741,XP_054234740,XP_047288979,XP_016878050	O14863
51311530	mouse, laboratory	10090	Lyar	17089	MGI:107470			Chr5 20.29 cM	Chr5:38377815-38391650(+)	NM_001424422,NM_001424429,NM_001424427,NM_001424428,NM_001424425,NM_001424426,XM_006503766,XM_030254182,NM_001424424,NM_001424423,XM_006503764,NM_025281,NM_001424421,NM_001424430,NM_001424431	XP_030110042,NP_001411350,NP_001411354,XP_006503827,XP_006503829,NP_001411360,NP_001411357,NP_001411356,NP_001411351,NP_079557,NP_001411359,NP_001411358,NP_001411353,NP_001411352,NP_001411355	Q08288
51311530	human	9606	LYAR	55646		HGNC:26021	OMIM:617684	Chr4 p16.3	Chr4:4267572-4290196(-)	NM_017816,NM_001145725	XP_054206436,XP_011511807,XP_011511808,NP_060286,NP_001139197,XP_054206435	Q9NX58
51311531	mouse, laboratory	10090	Rnf170	77733	MGI:1924983			Chr8 14.38 cM	Chr8:26609396-26633903(+)	NM_001357292,XM_133272,NM_001357294,NM_001357293,NM_001357295	NP_001344221,NP_001344222,NP_084241,NP_001344223,NP_001344224	Q8CBG9
51311531	human	9606	RNF170	81790		HGNC:25358	OMIM:614649	Chr8 p11.21	Chr8:42849637-42897299(-)	NM_001160223,NM_001160224,NM_001160225,NM_030954	XP_054217287,NP_001153695,NP_001153696,NP_001153697,NP_112216,XP_006716467,XP_006716468,XP_011542968,XP_016869370,XP_047278234,XP_047278235,XP_047278236,XP_047278237,XP_047278238,XP_047278239,XP_047278240,XP_047278241,XP_047278242,XP_047278243,XP_047278244,XP_054217281,XP_054217282,XP_054217283,XP_054217284,XP_054217285,XP_054217286,XP_054217288,XP_054217289,XP_054217290,XP_054217291,XP_054217292,XP_054217293,XP_054217294	Q96K19
51311532	mouse, laboratory	10090	Wdr77	70465	MGI:1917715			Chr3 46.46 cM	Chr3:105866814-105877076(+)	NM_027432	NP_081708	Q99J09
51311532	human	9606	WDR77	79084		HGNC:29652	OMIM:611734	Chr1 p13.2	Chr1:111439890-111449256(-)	NM_001317064,NM_024102,NM_001317063,NM_001317062	NP_077007,NP_001303991,NP_001303992,NP_001303993	Q9BQA1
51311533	mouse, laboratory	10090	Pno1	66249	MGI:1913499			Chr11 9.79 cM	Chr11:17153198-17161568(-)	NM_025443	NP_079719	Q9CPS7
51311533	human	9606	PNO1	56902		HGNC:32790	OMIM:618710	Chr2 p14	Chr2:68157888-68176238(+)	NM_020143,NM_001329917,NM_001329916	NP_064528,NP_001316846,NP_001316845	Q9NRX1
51311534	mouse, laboratory	10090	Cct4	12464	MGI:104689			Chr11 14.25 cM	Chr11:22940593-22953336(+)	NM_009837	NP_033967	P80315
51311534	human	9606	CCT4	10575		HGNC:1617	OMIM:605142	Chr2 p15	Chr2:61868085-61888696(-)	NM_006430,NM_001256721	NP_001243650,NP_006421	P50991
51311535	mouse, laboratory	10090	Surf4	20932	MGI:98445			Chr2 19.1 cM	Chr2:26810052-26823801(-)	NM_011512,NM_001421147,NM_001421148	NP_001408077,NP_001408076,NP_035642	Q64310
51311535	human	9606	SURF4	6836		HGNC:11476	OMIM:185660	Chr9 q34.2	Chr9:133361450-133377949(-)	NM_001280792,NM_001280788,NM_001280790,NM_033161,NM_001280793,NM_001280789,NM_001280791	XP_047279758,XP_011517247,XP_047279760,XP_054219624,XP_054187560,XP_047279764,XP_054219623,XP_047279762,XP_011517246,NP_001267720,NP_001267722,NP_149351,NP_001267717,XP_054187563,NP_001267718,XP_054187564,XP_054187565,XP_047279763,NP_001267719,XP_054219625,XP_054219626,NP_001267721,XP_054219622,XP_054219621,XP_054187561,XP_054187566,XP_047279761,XP_054187562,XP_047279759	O15260
